date,username,tweet
2022-10-01 13:46:07,Linacuan,ini list negara negara yang termasuk di KTT G20  https://t.co/5mQqSywIJu
2022-10-01 13:45:32,SaviraFajriani,Indonesia Sudah 100 Persen Siap Menyelenggarakan KTT G20. Mari Dukung dan Sukseskan bersama warga Daerah Istimewa Yogyakarta  G20 Yogyakarta #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/aKepUarzvf
2022-10-01 13:45:17,SaviraFajriani,Mari Dukung dan Sukseskan bersama pelaksanaan KTT G20 di Indonesia!   Daerah Istimewa Yogyakarta  G20 Yogyakarta #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/CdEbAAMomS
2022-10-01 13:43:58,icha_elsya,Indonesia Sudah 100 Persen Siap Menyelenggarakan KTT G20. Mari Dukung dan Sukseskan bersama warga Daerah Istimewa Yogyakarta  G20 Yogyakarta #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/a2dbBZE7oV
2022-10-01 13:43:45,icha_elsya,Mari Dukung dan Sukseskan bersama pelaksanaan KTT G20 di Indonesia!   Daerah Istimewa Yogyakarta  G20 Yogyakarta #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/Bjzwz257N6
2022-10-01 13:38:39,LppMamuju,"Bersama Panglima TNI Jenderal Andika Perkasa, Sekjen Andap Budhi Revianto Lakukan Persiapan Pelaksanaan KTT G20  Sekretaris Jenderal Kementerian Hukum dan HAM RI, Komjen Pol Andap Budhi Revianto mengatakan dalam rangka persiapan Presidensi KTT G20.  https://t.co/XXfII2znve"
2022-10-01 13:36:52,VinoSaputr4,Jawa Tengah Bangga dengan KTT G20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/ffpHafkDH5  https://t.co/E6Lyt5yy8t
2022-10-01 13:36:49,VinoSaputr4,"KTT G20 merupakan Kebanggan Indonesia, Kami Warga Jawa Tengah Bangga dengan KTT G20 #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia  https://t.co/RSLSrKdWPM  https://t.co/tmUdjABziS"
2022-10-01 13:33:05,saudarabiru1,Dukung penyelenggaraan KTT G20  Sumatera Selatan  #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia
2022-10-01 13:32:25,saudarabiru1,Dukung penyelenggaraan KTT G20  Sumatera Selatan  #G20Indonesia #RecoverTogetherRecoverStronger #G20Indonesia2022 #GroupOfTwentyIndonesia
